Meses,Producto,Region,Año,Valor
Enero,Leche en polvo 26 % m.g. (Kilos),Los Lagos,2002,4916430
Febrero,Leche en polvo 26 % m.g. (Kilos),Los Lagos,2002,2332942
Marzo,Leche en polvo 26 % m.g. (Kilos),Los Lagos,2002,1949835
Abril,Leche en polvo 26 % m.g. (Kilos),Los Lagos,2002,2904575
Mayo,Leche en polvo 26 % m.g. (Kilos),Los Lagos,2002,3122050
Junio,Leche en polvo 26 % m.g. (Kilos),Los Lagos,2002,2334185
Julio,Leche en polvo 26 % m.g. (Kilos),Los Lagos,2002,2172445
Agosto,Leche en polvo 26 % m.g. (Kilos),Los Lagos,2002,2793065
Septiembre,Leche en polvo 26 % m.g. (Kilos),Los Lagos,2002,3595276
Octubre,Leche en polvo 26 % m.g. (Kilos),Los Lagos,2002,4508587
Noviembre,Leche en polvo 26 % m.g. (Kilos),Los Lagos,2002,4699115
Diciembre,Leche en polvo 26 % m.g. (Kilos),Los Lagos,2002,5594064
Enero,Leche en polvo 28 % m.g. (Kilos),Metropolitana,2002,0
Febrero,Leche en polvo 28 % m.g. (Kilos),Metropolitana,2002,0
Marzo,Leche en polvo 28 % m.g. (Kilos),Metropolitana,2002,0
Abril,Leche en polvo 28 % m.g. (Kilos),Metropolitana,2002,0
Mayo,Leche en polvo 28 % m.g. (Kilos),Metropolitana,2002,0
Junio,Leche en polvo 28 % m.g. (Kilos),Metropolitana,2002,0
Julio,Leche en polvo 28 % m.g. (Kilos),Metropolitana,2002,0
Agosto,Leche en polvo 28 % m.g. (Kilos),Metropolitana,2002,0
Septiembre,Leche en polvo 28 % m.g. (Kilos),Metropolitana,2002,0
Octubre,Leche en polvo 28 % m.g. (Kilos),Metropolitana,2002,0
Noviembre,Leche en polvo 28 % m.g. (Kilos),Metropolitana,2002,0
Diciembre,Leche en polvo 28 % m.g. (Kilos),Metropolitana,2002,0
Enero,Leche en polvo 28 % m.g. (Kilos),La Araucanía,2002,0
Febrero,Leche en polvo 28 % m.g. (Kilos),La Araucanía,2002,0
Marzo,Leche en polvo 28 % m.g. (Kilos),La Araucanía,2002,0
Abril,Leche en polvo 28 % m.g. (Kilos),La Araucanía,2002,0
Mayo,Leche en polvo 28 % m.g. (Kilos),La Araucanía,2002,0
Junio,Leche en polvo 28 % m.g. (Kilos),La Araucanía,2002,0
Julio,Leche en polvo 28 % m.g. (Kilos),La Araucanía,2002,0
Agosto,Leche en polvo 28 % m.g. (Kilos),La Araucanía,2002,0
Septiembre,Leche en polvo 28 % m.g. (Kilos),La Araucanía,2002,0
Octubre,Leche en polvo 28 % m.g. (Kilos),La Araucanía,2002,0
Noviembre,Leche en polvo 28 % m.g. (Kilos),La Araucanía,2002,0
Diciembre,Leche en polvo 28 % m.g. (Kilos),La Araucanía,2002,0
Enero,Leche en polvo 28 % m.g. (Kilos),Los Lagos,2002,0
Febrero,Leche en polvo 28 % m.g. (Kilos),Los Lagos,2002,0
Marzo,Leche en polvo 28 % m.g. (Kilos),Los Lagos,2002,0
Abril,Leche en polvo 28 % m.g. (Kilos),Los Lagos,2002,0
Mayo,Leche en polvo 28 % m.g. (Kilos),Los Lagos,2002,0
Junio,Leche en polvo 28 % m.g. (Kilos),Los Lagos,2002,0
Julio,Leche en polvo 28 % m.g. (Kilos),Los Lagos,2002,0
Agosto,Leche en polvo 28 % m.g. (Kilos),Los Lagos,2002,0
Septiembre,Leche en polvo 28 % m.g. (Kilos),Los Lagos,2002,0
Octubre,Leche en polvo 28 % m.g. (Kilos),Los Lagos,2002,0
Noviembre,Leche en polvo 28 % m.g. (Kilos),Los Lagos,2002,0
Diciembre,Leche en polvo 28 % m.g. (Kilos),Los Lagos,2002,0
Enero,Leche en polvo descremada (Kilos),Biobío,2002,6150
Febrero,Leche en polvo descremada (Kilos),Biobío,2002,5070
Marzo,Leche en polvo descremada (Kilos),Biobío,2002,0
Abril,Leche en polvo descremada (Kilos),Biobío,2002,3615
Mayo,Leche en polvo descremada (Kilos),Biobío,2002,8220
Junio,Leche en polvo descremada (Kilos),Biobío,2002,0
Julio,Leche en polvo descremada (Kilos),Biobío,2002,2550
Agosto,Leche en polvo descremada (Kilos),Biobío,2002,0
Septiembre,Leche en polvo descremada (Kilos),Biobío,2002,0
Octubre,Leche en polvo descremada (Kilos),Biobío,2002,0
Noviembre,Leche en polvo descremada (Kilos),Biobío,2002,0
Diciembre,Leche en polvo descremada (Kilos),Biobío,2002,0
Enero,Leche en polvo descremada (Kilos),La Araucanía,2002,34090
Febrero,Leche en polvo descremada (Kilos),La Araucanía,2002,60887
Marzo,Leche en polvo descremada (Kilos),La Araucanía,2002,34103
Abril,Leche en polvo descremada (Kilos),La Araucanía,2002,4620
Mayo,Leche en polvo descremada (Kilos),La Araucanía,2002,46319
Junio,Leche en polvo descremada (Kilos),La Araucanía,2002,44270
Julio,Leche en polvo descremada (Kilos),La Araucanía,2002,64490
Agosto,Leche en polvo descremada (Kilos),La Araucanía,2002,39820
Septiembre,Leche en polvo descremada (Kilos),La Araucanía,2002,228325
Octubre,Leche en polvo descremada (Kilos),La Araucanía,2002,391610
Noviembre,Leche en polvo descremada (Kilos),La Araucanía,2002,302825
Diciembre,Leche en polvo descremada (Kilos),La Araucanía,2002,160850
Enero,Leche en polvo descremada (Kilos),Los Ríos,2002,145075
Febrero,Leche en polvo descremada (Kilos),Los Ríos,2002,77300
Marzo,Leche en polvo descremada (Kilos),Los Ríos,2002,0
Abril,Leche en polvo descremada (Kilos),Los Ríos,2002,51550
Mayo,Leche en polvo descremada (Kilos),Los Ríos,2002,0
Junio,Leche en polvo descremada (Kilos),Los Ríos,2002,10400
Julio,Leche en polvo descremada (Kilos),Los Ríos,2002,0
Agosto,Leche en polvo descremada (Kilos),Los Ríos,2002,0
Septiembre,Leche en polvo descremada (Kilos),Los Ríos,2002,0
Octubre,Leche en polvo descremada (Kilos),Los Ríos,2002,101000
Noviembre,Leche en polvo descremada (Kilos),Los Ríos,2002,38900
Diciembre,Leche en polvo descremada (Kilos),Los Ríos,2002,75825
Enero,Leche en polvo descremada (Kilos),Los Lagos,2002,740070
Febrero,Leche en polvo descremada (Kilos),Los Lagos,2002,671755
Marzo,Leche en polvo descremada (Kilos),Los Lagos,2002,300820
Abril,Leche en polvo descremada (Kilos),Los Lagos,2002,286785
Mayo,Leche en polvo descremada (Kilos),Los Lagos,2002,317690
Junio,Leche en polvo descremada (Kilos),Los Lagos,2002,196255
Julio,Leche en polvo descremada (Kilos),Los Lagos,2002,316680
Agosto,Leche en polvo descremada (Kilos),Los Lagos,2002,485295
Septiembre,Leche en polvo descremada (Kilos),Los Lagos,2002,764579
Octubre,Leche en polvo descremada (Kilos),Los Lagos,2002,1409437
Noviembre,Leche en polvo descremada (Kilos),Los Lagos,2002,986140
Diciembre,Leche en polvo descremada (Kilos),Los Lagos,2002,772414
Enero,Leche esterilizada con sabor (Litros),Metropolitana,2002,3209520
Febrero,Leche esterilizada con sabor (Litros),Metropolitana,2002,2576310
Marzo,Leche esterilizada con sabor (Litros),Metropolitana,2002,2303442
Abril,Leche esterilizada con sabor (Litros),Metropolitana,2002,2915520
Mayo,Leche esterilizada con sabor (Litros),Metropolitana,2002,2082822
Junio,Leche esterilizada con sabor (Litros),Metropolitana,2002,2528067
Julio,Leche esterilizada con sabor (Litros),Metropolitana,2002,1800810
Agosto,Leche esterilizada con sabor (Litros),Metropolitana,2002,2074362
Septiembre,Leche esterilizada con sabor (Litros),Metropolitana,2002,1935288
Octubre,Leche esterilizada con sabor (Litros),Metropolitana,2002,2594340
Noviembre,Leche esterilizada con sabor (Litros),Metropolitana,2002,1716774
Diciembre,Leche esterilizada con sabor (Litros),Metropolitana,2002,1837506
Enero,Leche esterilizada con sabor (Litros),Biobío,2002,0
Febrero,Leche esterilizada con sabor (Litros),Biobío,2002,0
Marzo,Leche esterilizada con sabor (Litros),Biobío,2002,0
Abril,Leche esterilizada con sabor (Litros),Biobío,2002,0
Mayo,Leche esterilizada con sabor (Litros),Biobío,2002,0
Junio,Leche esterilizada con sabor (Litros),Biobío,2002,2420
Julio,Leche esterilizada con sabor (Litros),Biobío,2002,2420
Agosto,Leche esterilizada con sabor (Litros),Biobío,2002,2420
Septiembre,Leche esterilizada con sabor (Litros),Biobío,2002,2420
Octubre,Leche esterilizada con sabor (Litros),Biobío,2002,2420
Noviembre,Leche esterilizada con sabor (Litros),Biobío,2002,2420
Diciembre,Leche esterilizada con sabor (Litros),Biobío,2002,2420
Enero,Leche esterilizada con sabor (Litros),La Araucanía,2002,1116714
Febrero,Leche esterilizada con sabor (Litros),La Araucanía,2002,1100088
Marzo,Leche esterilizada con sabor (Litros),La Araucanía,2002,1373490
Abril,Leche esterilizada con sabor (Litros),La Araucanía,2002,1324680
Mayo,Leche esterilizada con sabor (Litros),La Araucanía,2002,1273530
Junio,Leche esterilizada con sabor (Litros),La Araucanía,2002,1023510
Julio,Leche esterilizada con sabor (Litros),La Araucanía,2002,951450
Agosto,Leche esterilizada con sabor (Litros),La Araucanía,2002,812862
Septiembre,Leche esterilizada con sabor (Litros),La Araucanía,2002,297414
Octubre,Leche esterilizada con sabor (Litros),La Araucanía,2002,677352
Noviembre,Leche esterilizada con sabor (Litros),La Araucanía,2002,559927
Diciembre,Leche esterilizada con sabor (Litros),La Araucanía,2002,652120
Enero,Leche esterilizada con sabor (Litros),Los Ríos,2002,849854
Febrero,Leche esterilizada con sabor (Litros),Los Ríos,2002,845752
Marzo,Leche esterilizada con sabor (Litros),Los Ríos,2002,1170095
Abril,Leche esterilizada con sabor (Litros),Los Ríos,2002,1413165
Mayo,Leche esterilizada con sabor (Litros),Los Ríos,2002,940424
Junio,Leche esterilizada con sabor (Litros),Los Ríos,2002,929646
Julio,Leche esterilizada con sabor (Litros),Los Ríos,2002,851471
Agosto,Leche esterilizada con sabor (Litros),Los Ríos,2002,886163
Septiembre,Leche esterilizada con sabor (Litros),Los Ríos,2002,899099
Octubre,Leche esterilizada con sabor (Litros),Los Ríos,2002,1103890
Noviembre,Leche esterilizada con sabor (Litros),Los Ríos,2002,1006007
Diciembre,Leche esterilizada con sabor (Litros),Los Ríos,2002,1073265
Enero,Leche esterilizada con sabor (Litros),Los Lagos,2002,418887
Febrero,Leche esterilizada con sabor (Litros),Los Lagos,2002,465903
Marzo,Leche esterilizada con sabor (Litros),Los Lagos,2002,323214
Abril,Leche esterilizada con sabor (Litros),Los Lagos,2002,539265
Mayo,Leche esterilizada con sabor (Litros),Los Lagos,2002,397048
Junio,Leche esterilizada con sabor (Litros),Los Lagos,2002,628971
Julio,Leche esterilizada con sabor (Litros),Los Lagos,2002,357514
Agosto,Leche esterilizada con sabor (Litros),Los Lagos,2002,507626
Septiembre,Leche esterilizada con sabor (Litros),Los Lagos,2002,528314
Octubre,Leche esterilizada con sabor (Litros),Los Lagos,2002,366595
Noviembre,Leche esterilizada con sabor (Litros),Los Lagos,2002,319043
Diciembre,Leche esterilizada con sabor (Litros),Los Lagos,2002,23532
Enero,Leche esterilizada descremada (Litros),Metropolitana,2002,645000
Febrero,Leche esterilizada descremada (Litros),Metropolitana,2002,893124
Marzo,Leche esterilizada descremada (Litros),Metropolitana,2002,772116
Abril,Leche esterilizada descremada (Litros),Metropolitana,2002,1020456
Mayo,Leche esterilizada descremada (Litros),Metropolitana,2002,653064
Junio,Leche esterilizada descremada (Litros),Metropolitana,2002,1048152
Julio,Leche esterilizada descremada (Litros),Metropolitana,2002,1004760
Agosto,Leche esterilizada descremada (Litros),Metropolitana,2002,1348176
Septiembre,Leche esterilizada descremada (Litros),Metropolitana,2002,997380
Octubre,Leche esterilizada descremada (Litros),Metropolitana,2002,1231488
Noviembre,Leche esterilizada descremada (Litros),Metropolitana,2002,1123464
Diciembre,Leche esterilizada descremada (Litros),Metropolitana,2002,1014600
Enero,Leche esterilizada descremada (Litros),La Araucanía,2002,661494
Febrero,Leche esterilizada descremada (Litros),La Araucanía,2002,625650
Marzo,Leche esterilizada descremada (Litros),La Araucanía,2002,761808
Abril,Leche esterilizada descremada (Litros),La Araucanía,2002,714474
Mayo,Leche esterilizada descremada (Litros),La Araucanía,2002,391998
Junio,Leche esterilizada descremada (Litros),La Araucanía,2002,679392
Julio,Leche esterilizada descremada (Litros),La Araucanía,2002,886860
Agosto,Leche esterilizada descremada (Litros),La Araucanía,2002,501540
Septiembre,Leche esterilizada descremada (Litros),La Araucanía,2002,103500
Octubre,Leche esterilizada descremada (Litros),La Araucanía,2002,13440
Noviembre,Leche esterilizada descremada (Litros),La Araucanía,2002,210757
Diciembre,Leche esterilizada descremada (Litros),La Araucanía,2002,318636
Enero,Leche esterilizada descremada (Litros),Los Ríos,2002,294138
Febrero,Leche esterilizada descremada (Litros),Los Ríos,2002,399126
Marzo,Leche esterilizada descremada (Litros),Los Ríos,2002,464528
Abril,Leche esterilizada descremada (Litros),Los Ríos,2002,601674
Mayo,Leche esterilizada descremada (Litros),Los Ríos,2002,481175
Junio,Leche esterilizada descremada (Litros),Los Ríos,2002,506860
Julio,Leche esterilizada descremada (Litros),Los Ríos,2002,671692
Agosto,Leche esterilizada descremada (Litros),Los Ríos,2002,551154
Septiembre,Leche esterilizada descremada (Litros),Los Ríos,2002,758401
Octubre,Leche esterilizada descremada (Litros),Los Ríos,2002,956230
Noviembre,Leche esterilizada descremada (Litros),Los Ríos,2002,1096415
Diciembre,Leche esterilizada descremada (Litros),Los Ríos,2002,998028
Enero,Leche esterilizada descremada (Litros),Los Lagos,2002,530021
Febrero,Leche esterilizada descremada (Litros),Los Lagos,2002,759776
Marzo,Leche esterilizada descremada (Litros),Los Lagos,2002,1712660
Abril,Leche esterilizada descremada (Litros),Los Lagos,2002,1463336
Mayo,Leche esterilizada descremada (Litros),Los Lagos,2002,1007494
Junio,Leche esterilizada descremada (Litros),Los Lagos,2002,538394
Julio,Leche esterilizada descremada (Litros),Los Lagos,2002,636274
Agosto,Leche esterilizada descremada (Litros),Los Lagos,2002,580900
Septiembre,Leche esterilizada descremada (Litros),Los Lagos,2002,69252
Octubre,Leche esterilizada descremada (Litros),Los Lagos,2002,88100
Noviembre,Leche esterilizada descremada (Litros),Los Lagos,2002,174225
Diciembre,Leche esterilizada descremada (Litros),Los Lagos,2002,130903
Enero,Leche esterilizada entera (Litros),Metropolitana,2002,6443500
Febrero,Leche esterilizada entera (Litros),Metropolitana,2002,7860000
Marzo,Leche esterilizada entera (Litros),Metropolitana,2002,8633076
Abril,Leche esterilizada entera (Litros),Metropolitana,2002,7197012
Mayo,Leche esterilizada entera (Litros),Metropolitana,2002,6492864
Junio,Leche esterilizada entera (Litros),Metropolitana,2002,7786908
Julio,Leche esterilizada entera (Litros),Metropolitana,2002,7732764
Agosto,Leche esterilizada entera (Litros),Metropolitana,2002,6536760
Septiembre,Leche esterilizada entera (Litros),Metropolitana,2002,5991336
Octubre,Leche esterilizada entera (Litros),Metropolitana,2002,5738160
Noviembre,Leche esterilizada entera (Litros),Metropolitana,2002,6813288
Diciembre,Leche esterilizada entera (Litros),Metropolitana,2002,6536232
Enero,Leche esterilizada entera (Litros),Ñuble,2002,0
Febrero,Leche esterilizada entera (Litros),Ñuble,2002,0
Marzo,Leche esterilizada entera (Litros),Ñuble,2002,0
Abril,Leche esterilizada entera (Litros),Ñuble,2002,0
Mayo,Leche esterilizada entera (Litros),Ñuble,2002,0
Junio,Leche esterilizada entera (Litros),Ñuble,2002,0
Julio,Leche esterilizada entera (Litros),Ñuble,2002,0
Agosto,Leche esterilizada entera (Litros),Ñuble,2002,0
Septiembre,Leche esterilizada entera (Litros),Ñuble,2002,0
Octubre,Leche esterilizada entera (Litros),Ñuble,2002,0
Noviembre,Leche esterilizada entera (Litros),Ñuble,2002,0
Diciembre,Leche esterilizada entera (Litros),Ñuble,2002,0
Enero,Leche esterilizada entera (Litros),Biobío,2002,1234128
Febrero,Leche esterilizada entera (Litros),Biobío,2002,585600
Marzo,Leche esterilizada entera (Litros),Biobío,2002,858756
Abril,Leche esterilizada entera (Litros),Biobío,2002,1164876
Mayo,Leche esterilizada entera (Litros),Biobío,2002,1090596
Junio,Leche esterilizada entera (Litros),Biobío,2002,972138
Julio,Leche esterilizada entera (Litros),Biobío,2002,592572
Agosto,Leche esterilizada entera (Litros),Biobío,2002,727476
Septiembre,Leche esterilizada entera (Litros),Biobío,2002,885240
Octubre,Leche esterilizada entera (Litros),Biobío,2002,999996
Noviembre,Leche esterilizada entera (Litros),Biobío,2002,1116030
Diciembre,Leche esterilizada entera (Litros),Biobío,2002,1128804
Enero,Leche esterilizada entera (Litros),La Araucanía,2002,2903325
Febrero,Leche esterilizada entera (Litros),La Araucanía,2002,2547148
Marzo,Leche esterilizada entera (Litros),La Araucanía,2002,3299413
Abril,Leche esterilizada entera (Litros),La Araucanía,2002,3367889
Mayo,Leche esterilizada entera (Litros),La Araucanía,2002,3109753
Junio,Leche esterilizada entera (Litros),La Araucanía,2002,3944888
Julio,Leche esterilizada entera (Litros),La Araucanía,2002,4251733
Agosto,Leche esterilizada entera (Litros),La Araucanía,2002,3958545
Septiembre,Leche esterilizada entera (Litros),La Araucanía,2002,2886970
Octubre,Leche esterilizada entera (Litros),La Araucanía,2002,2907003
Noviembre,Leche esterilizada entera (Litros),La Araucanía,2002,2723432
Diciembre,Leche esterilizada entera (Litros),La Araucanía,2002,5413678
Enero,Leche esterilizada entera (Litros),Los Ríos,2002,1452166
Febrero,Leche esterilizada entera (Litros),Los Ríos,2002,1112046
Marzo,Leche esterilizada entera (Litros),Los Ríos,2002,1502772
Abril,Leche esterilizada entera (Litros),Los Ríos,2002,3006343
Mayo,Leche esterilizada entera (Litros),Los Ríos,2002,1805762
Junio,Leche esterilizada entera (Litros),Los Ríos,2002,2564424
Julio,Leche esterilizada entera (Litros),Los Ríos,2002,2589766
Agosto,Leche esterilizada entera (Litros),Los Ríos,2002,2617078
Septiembre,Leche esterilizada entera (Litros),Los Ríos,2002,2984291
Octubre,Leche esterilizada entera (Litros),Los Ríos,2002,2748735
Noviembre,Leche esterilizada entera (Litros),Los Ríos,2002,3340198
Diciembre,Leche esterilizada entera (Litros),Los Ríos,2002,2902518
Enero,Leche esterilizada entera (Litros),Los Lagos,2002,1510898
Febrero,Leche esterilizada entera (Litros),Los Lagos,2002,1057324
Marzo,Leche esterilizada entera (Litros),Los Lagos,2002,1506018
Abril,Leche esterilizada entera (Litros),Los Lagos,2002,1409252
Mayo,Leche esterilizada entera (Litros),Los Lagos,2002,1310923
Junio,Leche esterilizada entera (Litros),Los Lagos,2002,1053370
Julio,Leche esterilizada entera (Litros),Los Lagos,2002,1267214
Agosto,Leche esterilizada entera (Litros),Los Lagos,2002,1284494
Septiembre,Leche esterilizada entera (Litros),Los Lagos,2002,345955
Octubre,Leche esterilizada entera (Litros),Los Lagos,2002,481424
Noviembre,Leche esterilizada entera (Litros),Los Lagos,2002,494602
Diciembre,Leche esterilizada entera (Litros),Los Lagos,2002,440973
Enero,Leche esterilizada semidescremada (Litros),La Araucanía,2002,0
Febrero,Leche esterilizada semidescremada (Litros),La Araucanía,2002,0
Marzo,Leche esterilizada semidescremada (Litros),La Araucanía,2002,0
Abril,Leche esterilizada semidescremada (Litros),La Araucanía,2002,0
Mayo,Leche esterilizada semidescremada (Litros),La Araucanía,2002,0
Junio,Leche esterilizada semidescremada (Litros),La Araucanía,2002,0
Julio,Leche esterilizada semidescremada (Litros),La Araucanía,2002,0
Agosto,Leche esterilizada semidescremada (Litros),La Araucanía,2002,0
Septiembre,Leche esterilizada semidescremada (Litros),La Araucanía,2002,0
Octubre,Leche esterilizada semidescremada (Litros),La Araucanía,2002,0
Noviembre,Leche esterilizada semidescremada (Litros),La Araucanía,2002,0
Diciembre,Leche esterilizada semidescremada (Litros),La Araucanía,2002,0
Enero,Leche esterilizada semidescremada (Litros),Los Lagos,2002,0
Febrero,Leche esterilizada semidescremada (Litros),Los Lagos,2002,0
Marzo,Leche esterilizada semidescremada (Litros),Los Lagos,2002,0
Abril,Leche esterilizada semidescremada (Litros),Los Lagos,2002,0
Mayo,Leche esterilizada semidescremada (Litros),Los Lagos,2002,0
Junio,Leche esterilizada semidescremada (Litros),Los Lagos,2002,0
Julio,Leche esterilizada semidescremada (Litros),Los Lagos,2002,0
Agosto,Leche esterilizada semidescremada (Litros),Los Lagos,2002,0
Septiembre,Leche esterilizada semidescremada (Litros),Los Lagos,2002,0
Octubre,Leche esterilizada semidescremada (Litros),Los Lagos,2002,0
Noviembre,Leche esterilizada semidescremada (Litros),Los Lagos,2002,0
Diciembre,Leche esterilizada semidescremada (Litros),Los Lagos,2002,0
Enero,Leche evaporada (Kilos),Los Lagos,2002,93180
Febrero,Leche evaporada (Kilos),Los Lagos,2002,0
Marzo,Leche evaporada (Kilos),Los Lagos,2002,0
Abril,Leche evaporada (Kilos),Los Lagos,2002,0
Mayo,Leche evaporada (Kilos),Los Lagos,2002,0
Junio,Leche evaporada (Kilos),Los Lagos,2002,0
Julio,Leche evaporada (Kilos),Los Lagos,2002,0
Agosto,Leche evaporada (Kilos),Los Lagos,2002,0
Septiembre,Leche evaporada (Kilos),Los Lagos,2002,0
Octubre,Leche evaporada (Kilos),Los Lagos,2002,0
Noviembre,Leche evaporada (Kilos),Los Lagos,2002,0
Diciembre,Leche evaporada (Kilos),Los Lagos,2002,0
Enero,Leche modificada (Kilos),Biobío,2002,0
Febrero,Leche modificada (Kilos),Biobío,2002,0
Marzo,Leche modificada (Kilos),Biobío,2002,0
Abril,Leche modificada (Kilos),Biobío,2002,0
Mayo,Leche modificada (Kilos),Biobío,2002,0
Junio,Leche modificada (Kilos),Biobío,2002,0
Julio,Leche modificada (Kilos),Biobío,2002,0
Agosto,Leche modificada (Kilos),Biobío,2002,0
Septiembre,Leche modificada (Kilos),Biobío,2002,0
Octubre,Leche modificada (Kilos),Biobío,2002,0
